Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
79 F,75 F,89 %,N,5 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-06
79 F,75 F,89 %,NNE,7 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-06
77 F,75 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-06
77 F,73 F,89 %,N,3 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-06
77 F,73 F,89 %,NNE,7 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-06
77 F,73 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-06
77 F,73 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-06
77 F,73 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-06
75 F,73 F,94 %,NW,3 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-06
82 F,77 F,84 %,E,9 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,01,2020-01-06
75 F,73 F,94 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-06
81 F,77 F,89 %,NE,5 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,01,2020-01-06
79 F,75 F,89 %,N,3 mph,0 mph,29.97 in,0.0 in,Fog,01,2020-01-06
77 F,75 F,94 %,N,3 mph,0 mph,29.97 in,0.0 in,Fog,01,2020-01-06
77 F,75 F,94 %,VAR,2 mph,0 mph,29.95 in,0.0 in,Drizzle,01,2020-01-06
81 F,77 F,89 %,N,5 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,01,2020-01-06
77 F,75 F,94 %,NNE,6 mph,0 mph,29.95 in,0.0 in,Drizzle,01,2020-01-06
75 F,73 F,94 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-06
75 F,73 F,94 %,VAR,2 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-06
75 F,73 F,94 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-06
77 F,75 F,94 %,NW,5 mph,0 mph,29.95 in,0.0 in,Drizzle,01,2020-01-06
84 F,73 F,70 %,E,10 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-07
86 F,73 F,66 %,E,13 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-07
86 F,73 F,66 %,E,12 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
86 F,72 F,62 %,E,12 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
86 F,73 F,66 %,E,12 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
86 F,73 F,66 %,E,12 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
86 F,73 F,66 %,E,13 mph,0 mph,29.83 in,0.0 in,Haze,01,2020-01-07
84 F,73 F,70 %,E,15 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-07
84 F,73 F,70 %,E,13 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-07
82 F,72 F,70 %,ENE,12 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
81 F,73 F,79 %,E,9 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
81 F,73 F,79 %,E,10 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
81 F,73 F,79 %,ENE,8 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-07
81 F,73 F,79 %,E,8 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-07
81 F,73 F,79 %,ENE,6 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-07
86 F,72 F,62 %,E,15 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-07
81 F,73 F,79 %,E,10 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
81 F,73 F,79 %,E,9 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-07
81 F,73 F,79 %,ENE,9 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-07
81 F,73 F,79 %,ENE,9 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
79 F,72 F,78 %,E,9 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
82 F,73 F,74 %,E,12 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-07
86 F,73 F,66 %,E,12 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-07
79 F,72 F,78 %,E,8 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-07
84 F,72 F,66 %,E,13 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-07
81 F,75 F,84 %,E,8 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
81 F,75 F,84 %,E,7 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
81 F,75 F,84 %,ENE,6 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-07
79 F,75 F,89 %,ENE,5 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-07
79 F,75 F,89 %,ENE,7 mph,0 mph,29.89 in,0.0 in,Light Drizzle,01,2020-01-07
79 F,75 F,89 %,E,9 mph,0 mph,29.86 in,0.0 in,Light Drizzle,01,2020-01-07
79 F,75 F,89 %,E,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-07
79 F,75 F,89 %,E,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-07
79 F,75 F,89 %,E,8 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-07
79 F,75 F,89 %,E,8 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-07
79 F,75 F,89 %,E,10 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-07
86 F,73 F,66 %,E,15 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-07
79 F,75 F,89 %,E,8 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-07
79 F,75 F,89 %,E,10 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-07
81 F,75 F,84 %,E,10 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-07
81 F,75 F,84 %,ENE,8 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-07
82 F,73 F,74 %,E,12 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-07
84 F,73 F,70 %,E,14 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-07
84 F,73 F,70 %,E,14 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-07
82 F,73 F,74 %,ENE,15 mph,0 mph,29.97 in,0.0 in,Haze,01,2020-01-07
86 F,73 F,66 %,ENE,13 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-07
84 F,72 F,66 %,E,15 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-07
79 F,75 F,89 %,E,10 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-07
82 F,68 F,62 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
82 F,68 F,62 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,70 F,62 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,70 F,62 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
82 F,68 F,62 %,ENE,10 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,68 F,58 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,70 F,62 %,E,12 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,68 F,58 %,E,12 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-08
82 F,68 F,62 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,68 F,58 %,E,10 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
81 F,68 F,65 %,E,12 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-08
77 F,70 F,78 %,ENE,7 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
79 F,68 F,69 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-08
77 F,68 F,74 %,E,8 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-08
79 F,70 F,74 %,ENE,8 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-08
77 F,70 F,78 %,ENE,5 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
77 F,70 F,78 %,ENE,3 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
77 F,70 F,78 %,NE,3 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-08
77 F,70 F,78 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-08
77 F,70 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
75 F,70 F,83 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
84 F,68 F,58 %,ENE,12 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-08
79 F,70 F,74 %,E,10 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-08
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
82 F,68 F,62 %,ENE,10 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,70 F,62 %,E,12 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,01,2020-01-08
84 F,70 F,62 %,ENE,10 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,01,2020-01-08
79 F,73 F,83 %,ENE,7 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-08
79 F,72 F,78 %,E,7 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
77 F,72 F,83 %,ENE,6 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
77 F,72 F,83 %,NE,5 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-08
77 F,72 F,83 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-08
77 F,72 F,83 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-08
75 F,72 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,01,2020-01-08
75 F,72 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,01,2020-01-08
75 F,72 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,01,2020-01-08
75 F,72 F,89 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-08
75 F,72 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-08
73 F,72 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-08
73 F,72 F,94 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-08
75 F,72 F,89 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-08
75 F,73 F,94 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-08
77 F,75 F,94 %,CALM,0 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-08
79 F,75 F,89 %,VAR,2 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-08
82 F,72 F,70 %,NE,9 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-08
82 F,70 F,66 %,ENE,12 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-08
82 F,70 F,66 %,ENE,12 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-08
75 F,72 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-08
84 F,66 F,55 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
84 F,66 F,55 %,E,9 mph,0 mph,29.80 in,0.0 in,Fair,01,2020-01-09
84 F,66 F,55 %,ESE,9 mph,0 mph,29.80 in,0.0 in,Fair,01,2020-01-09
84 F,68 F,58 %,ESE,9 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
84 F,68 F,58 %,E,6 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
86 F,70 F,58 %,E,7 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
86 F,66 F,51 %,ESE,7 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
82 F,66 F,58 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
84 F,66 F,55 %,ESE,7 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
88 F,70 F,55 %,ESE,9 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
81 F,66 F,61 %,E,7 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,NE,5 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
79 F,68 F,69 %,ENE,8 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
79 F,68 F,69 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
77 F,68 F,74 %,NE,3 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,ENE,3 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,NE,3 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,NE,3 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,NNE,3 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
84 F,68 F,58 %,E,8 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-09
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
79 F,68 F,69 %,E,7 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
86 F,66 F,51 %,ENE,8 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-09
82 F,68 F,62 %,ENE,9 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,01,2020-01-09
77 F,68 F,74 %,ENE,3 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
77 F,68 F,74 %,NE,3 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
75 F,68 F,78 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
73 F,68 F,83 %,ENE,3 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
72 F,68 F,88 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-09
72 F,68 F,88 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
72 F,68 F,88 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
72 F,68 F,88 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
84 F,68 F,58 %,ENE,8 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,01,2020-01-09
72 F,70 F,94 %,W,3 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-09
72 F,68 F,88 %,WSW,3 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-09
72 F,68 F,88 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-09
72 F,68 F,88 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-09
73 F,70 F,88 %,VAR,2 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-09
75 F,72 F,89 %,VAR,2 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-09
77 F,72 F,83 %,WNW,3 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-09
79 F,72 F,78 %,WNW,3 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-09
81 F,72 F,74 %,NE,3 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-09
82 F,70 F,66 %,NE,3 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,01,2020-01-09
72 F,70 F,94 %,W,3 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-09
82 F,63 F,51 %,ENE,10 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-10
86 F,64 F,48 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
84 F,61 F,45 %,NE,6 mph,0 mph,29.83 in,0.0 in,Fair,01,2020-01-10
86 F,66 F,51 %,NE,10 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-10
84 F,63 F,48 %,NNE,3 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
84 F,63 F,48 %,NE,6 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
86 F,66 F,51 %,NE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
81 F,64 F,58 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-10
84 F,57 F,40 %,ENE,7 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
79 F,66 F,65 %,NE,8 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-10
77 F,68 F,74 %,ENE,5 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-10
79 F,64 F,61 %,NE,6 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-10
79 F,64 F,61 %,NE,7 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-10
77 F,66 F,69 %,NE,5 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-10
77 F,66 F,69 %,ENE,5 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-10
77 F,66 F,69 %,NE,5 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
77 F,66 F,69 %,NNE,3 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
77 F,66 F,69 %,NNE,3 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
75 F,66 F,73 %,NNE,2 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
75 F,66 F,73 %,CALM,0 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
84 F,64 F,51 %,ENE,9 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-10
79 F,66 F,65 %,NE,7 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-10
84 F,64 F,51 %,ENE,14 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-10
84 F,64 F,51 %,ENE,14 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-10
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-10
84 F,66 F,55 %,E,14 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-10
75 F,68 F,78 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,01,2020-01-10
75 F,68 F,78 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
75 F,68 F,78 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-10
73 F,68 F,83 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-10
72 F,70 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-10
72 F,68 F,88 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-10
72 F,68 F,88 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,01,2020-01-10
72 F,68 F,88 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,01,2020-01-10
72 F,70 F,94 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-10
72 F,68 F,88 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-10
72 F,70 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,01,2020-01-10
72 F,70 F,94 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-10
72 F,70 F,94 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,01,2020-01-10
84 F,66 F,55 %,E,12 mph,0 mph,29.95 in,0.0 in,Fair,01,2020-01-10
82 F,66 F,58 %,ENE,12 mph,0 mph,29.95 in,0.0 in,Fair,01,2020-01-10
82 F,66 F,58 %,E,14 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
81 F,70 F,70 %,ENE,9 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-10
84 F,66 F,55 %,ENE,12 mph,0 mph,29.95 in,0.0 in,Fair,01,2020-01-10
75 F,72 F,89 %,VAR,2 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-10
73 F,70 F,88 %,VAR,2 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-10
72 F,70 F,94 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-10
79 F,72 F,78 %,CALM,0 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-10
82 F,64 F,54 %,NE,10 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
86 F,64 F,48 %,NE,10 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
84 F,66 F,55 %,NE,10 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,01,2020-01-11
86 F,64 F,48 %,ENE,10 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-11
86 F,63 F,45 %,NE,12 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,01,2020-01-11
86 F,66 F,51 %,NE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
84 F,64 F,51 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
84 F,64 F,51 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
84 F,63 F,48 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
84 F,63 F,48 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
81 F,66 F,61 %,NE,7 mph,0 mph,29.86 in,0.0 in,Fair,01,2020-01-11
86 F,66 F,51 %,ENE,9 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-11
81 F,70 F,70 %,NE,6 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-11
79 F,70 F,74 %,NE,6 mph,0 mph,29.89 in,0.0 in,Haze,01,2020-01-11
79 F,70 F,74 %,NE,5 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
79 F,70 F,74 %,NNE,5 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
77 F,70 F,78 %,NE,5 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-11
77 F,70 F,78 %,NE,5 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-11
77 F,70 F,78 %,NNE,3 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-11
75 F,70 F,83 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-11
75 F,70 F,83 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-11
75 F,70 F,83 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fair,01,2020-01-11
79 F,68 F,69 %,NE,6 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-11
84 F,66 F,55 %,ENE,13 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-11
75 F,66 F,73 %,CALM,0 mph,0 mph,29.95 in,0.0 in,Haze,01,2020-01-11
84 F,66 F,55 %,E,12 mph,0 mph,29.97 in,0.0 in,Haze,01,2020-01-11
84 F,66 F,55 %,E,13 mph,0 mph,29.97 in,0.0 in,Haze,01,2020-01-11
73 F,66 F,78 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
73 F,68 F,83 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
73 F,68 F,83 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
73 F,68 F,83 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Haze,01,2020-01-11
73 F,70 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-11
73 F,70 F,88 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Fog,01,2020-01-11
75 F,70 F,83 %,VAR,2 mph,0 mph,29.95 in,0.0 in,Fog,01,2020-01-11
77 F,70 F,78 %,VAR,2 mph,0 mph,29.97 in,0.0 in,Fog,01,2020-01-11
81 F,72 F,74 %,VAR,2 mph,0 mph,29.97 in,0.0 in,Fog,01,2020-01-11
81 F,70 F,70 %,WNW,3 mph,0 mph,29.97 in,0.0 in,Haze,01,2020-01-11
82 F,66 F,58 %,ENE,8 mph,0 mph,29.97 in,0.0 in,Haze,01,2020-01-11
72 F,68 F,88 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fog,01,2020-01-11
84 F,66 F,55 %,ENE,12 mph,0 mph,29.97 in,0.0 in,Haze,01,2020-01-11
82 F,70 F,66 %,ENE,9 mph,0 mph,29.83 in,0.0 in,Haze,01,2020-01-12
84 F,70 F,62 %,E,12 mph,0 mph,29.80 in,0.0 in,Haze,01,2020-01-12
84 F,70 F,62 %,E,12 mph,0 mph,29.80 in,0.0 in,Haze,01,2020-01-12
86 F,72 F,62 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Haze,01,2020-01-12
84 F,72 F,66 %,ENE,14 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-12
84 F,72 F,66 %,ENE,9 mph,0 mph,29.83 in,0.0 in,Haze,01,2020-01-12
84 F,72 F,66 %,E,14 mph,0 mph,29.83 in,0.0 in,Haze,01,2020-01-12
84 F,70 F,62 %,E,14 mph,0 mph,29.86 in,0.0 in,Haze,01,2020-01-12
82 F,70 F,66 %,NE,7 mph,0 mph,29.83 in,0.0 in,Haze,01,2020-01-12
86 F,72 F,62 %,ENE,9 mph,0 mph,29.83 in,0.0 in,Haze,01,2020-01-12
